Id,CompanyName,LegalName,OrgType,Scale,Address,City,State,Country,Pincode,Lat,Lng,Website,Email,Phone,PAN,CIN,GST,DUNS,IndustryDomain,IndustrySubdomain,CoreExpertise
41,SHRI JAGDAMBA POLYMERS LIMITED,,,,"HARMONY, 4th Floor,15/A, SHREE VIDHYANAGAR CO.OP.   HSG. SOC. LTD. OPP. NABARD,NR. USMANPURA, GARDEN,,Ahmedabad,Ahmedabad,Gujarat,380014-India",,Gujarat,,380014,,,,,,,,,,,,
42,A F ENTERPRISES LIMITED,,,,"15/18 Basement B Portion,West Patel Nagar,New Delhi,Central Delhi,Delhi,110008-India",,Delhi,,110008,,,,,,,,,,,,
43,SRF LIMITED,,,,"The Galleria, DLF Mayur Vihar, Unit No. 236 & 237   2nd Floor, Mayur Place, Mayur Vihar Phas,e I Extn.,New Delhi,East Delhi,Delhi,110091-India",,Delhi,,110091,,,,,,,,,,,,
44,H P COTTON TEXTILE MILLS LIMITED,,,,"15th K.M. Stone, Delhi Road,   V.P.O. Mayar,,Hissar,Haryana,125044-India",,Haryana,,125044,,,,,,,,,,,,
45,GOKALDAS EXPORTS LIMITED,,,,"No. 25, Second Cross, Third Main,   Industrial Suburb, Yeshwantpur,Bangalore,Bangalore,Karnataka,560022-India",,Karnataka,,560022,,,,,,,,,,,,
46,SARUP INDUSTRIES LIMITED,,,,"P.O. RAMDASSPURA,NEAR GURU RAVIDASS CHOWK,Jalandhar - I,Jalandhar,Punjab,144001-India",,Punjab,,144001,,,,,,,,,,,,
47,AMIN TANNERY LIMITED,,,,"15/288-C, CIVIL LINES,,KANPUR,Kanpur,Uttar Pradesh,208001-India",,Uttar Pradesh,,208001,,,,,,,,,,,,
48,LIBERTY SHOES LIMITED,,,,"LIBERTY PURAM 13TH MILESTONE   GT KARNAL ROAD KUTAIL,PO BASTARA KARNAL HARYANA,Haryana,132114-India",,Haryana,,132114,,,,,,,,,,,,
49,BATA INDIA LTD,,,,"27B, Camac Street, 1st Floor,Kolkata,Kolkata,West Bengal,700016-India",,West Bengal,,700016,,,,,,,,,,,,
50,THE WESTERN INDIA PLYWOODS LIMITED,,,,"MILL ROAD   BALIAPATAM,CANNANORE,Kerala,670010-India",,Kerala,,670010,,,,,,,,,,,,
51,MILTON INDUSTRIES LIMITED,,,,"1/2, CHITRA-AMI APPARTMENT, OPP. LA GAJJAR CHAMBER   ASHRAM ROAD,AHMEDABAD,Ahmedabad,Gujarat,380009-India",,Gujarat,,380009,,,,,,,,,,,,
52,JK PAPER LIMITED,,,,"P.O. Central Pulp Mills   Fort Songarh,,District Tapi,Gujarat,394660-India",,Gujarat,,394660,,,,,,,,,,,,
53,RUCHIRA PAPERS LIMITED,,,,"TRILOK PUR ROADKALA AMB   DISTT SIRMAUR,HIMACHAL PARDESH,Himachal Pradesh,173030-India",,Himachal Pradesh,,173030,,,,,,,,,,,,
54,GUJARAT POLY ELECTRONICS LIMITED,,,,"B-18, Gandhinagar Electronic Estate,Gandhinagar,Gandhinagar,Gujarat,382024-India",,Gujarat,,382024,,,,,,,,,,,,
55,SUDAL INDUSTRIES LIMITED,,,,"A 5 M I D CAMBAD INDUSTRIAL ESTATE   MUMBAI NASHIK HIGHWAY,NASHIK,Maharashtra,422010-India",,Maharashtra,,422010,,,,,,,,,,,,
56,TATA CONSULTANCY SERVICES LIMITED,,,,"9TH FLOOR, NIRMAL BUILDING   NARIMAN POINT,MUMBAI,Maharashtra,400021-India",,Maharashtra,,400021,,,,,9295042254,,,,,,,
57,SGL RESOURCES LIMITED,,,,"506, Fifth Floor, Venus Atlantis, Near Reliance Pump,, Prahalad Nagar Road,  Anand Nagar Road, Satelite,Ahmadabad City,Ahmedabad,Gujarat,380015-India",,Gujarat,,380015,,,,,,,,,,,,
58,HEG LIMITED,,,,"MANDIDEEP   NEAR BHOPAL,DIST RAISEN,Madhya Pradesh,462046-India",,Madhya Pradesh,,462046,,,,,,,,,,,,
59,GANDHAR OIL REFINERY (INDIA) LIMITED,,,,"DLH PARK, 18TH FLOOR, S. V. ROAD,   GOREGAON (WEST),,MUMBAI,Mumbai City,Maharashtra,400062-India",,Maharashtra,,400062,,,,,,,,,,,,
60,TAMILNADU PETROPRODUCTS LIMITED,,,,"MANALI EXPRESS HIGHWAY,   MANALI,CHENNAI,Tamil Nadu,600068-India",,Tamil Nadu,,600068,,,,,,,,,,,,
61,HINDUSTAN PETROLEUM CORPORATION LIMITED,,,,"PETROLEUM HOUSE17  JAMSHEDJI TATA ROAD   CHURCHGATE,MUMBAI,Maharashtra,400020-India",,Maharashtra,,400020,,,https://www.hindustanpetroleum.com/,,9011025592,,,,,,,
62,INDIAN OIL CORPORATION LIMITED,,,,"Indian Oil Bhavan, G-9 All Yavar Jung Marg,   BANDRA (EAST),MUMBAI,Maharashtra,400051-India",,Maharashtra,,400051,,,www.iocl.com,,7291005171,,,,,,,
63,GP PETROLEUMS LIMITED,,,,"804, 8th Floor, Ackruti Star,   MIDC Central Road, MIDC, Andheri (East),Mumbai,Mumbai City,Maharashtra,400093-India",,Maharashtra,,400093,,,,,,,,,,,,
64,SALASAR TECHNO ENGINEERING LIMITED,,,,"Kh. No. 265, 281 to 288, Parsaun Jindal Nagar,,Panchsheel Nagar, Hapur,Ghaziabad,Ghaziabad,Uttar Pradesh,201015-India",,Uttar Pradesh,,201015,,,,,,,,,,,,
65,GULF OIL LUBRICANTS INDIA LIMITED,,,,"IN Centre, 49/50, M.I.D.C.   12th Road, Andheri (East),Mumbai,Maharashtra,400093-India",,Maharashtra,,400093,,,,,,,,,,,,
66,PANAMA PETROCHEM LIMITED,,,,"PLOT NO 3303, GIDC ESTATE,ANKLESHWAR,Gujarat,393002-India",,Gujarat,,393002,,,,,,,,,,,,
67,VEEDOL CORPORATION LIMITED,,,,"8 DR RAJENDRA PRASAD SARANI,KOLKATA,West Bengal,700001-India",,West Bengal,,700001,,,,,,,,,,,,
68,BHARAT PETROLEUM CORPORATION LIMITED,,,,"BHARAT BHAWAN   BALLARD ESTATE,MUMBAI,Maharashtra,400001-India",,Maharashtra,,400001,,,,,9701444469,,,,,,,
69,ISGEC HEAVY ENGINEERING LIMITED,,,,"RADAUR ROADYAMUNA NAGAR,HARYANA,Haryana,135001-India",,Haryana,,135001,,,,,,,,,,,,
70,SAVITA OIL TECHNOLOGIES LIMITED,,,,"66/67, NARIMAN BHAVAN   NARIMAN POINT,MUMBAI,Maharashtra,400021-India",,Maharashtra,,400021,,,,,,,,,,,,
71,LUPIN LIMITED,,,,"Kalpataru Inspire, 3rd Floor,   Off Western Express Highway, Santacruz (,East),MUMBAI,Mumbai City,Maharashtra,400055-India",,Maharashtra,,400055,,,,,,,,,,,,
72,PARENTERAL DRUGS (INDIA) LIMITED,,,,"E/210, 2nd Floor, Crystal Plaza, Off New Link Road   Andheri West,Mumbai,Mumbai City,Maharashtra,400053-India",,Maharashtra,,400053,,,,,,,,,,,,
73,J.G.CHEMICALS LIMITED,,,,"Adventz Infinity @ 5, 15th Floor, Unit 1511, Plot 5,Block - BN, Sector - V, Salt lake Electronics Complex,Saltlake,North 24 Parganas,West Bengal,700091-India",,West Bengal,,700091,,,,,,,,,,,,
74,D C W LIMITED,,,,"NA,DHRANGADHRA,Gujarat,363315-India",,Gujarat,,363315,,,,,,,,,,,,
75,THEMIS MEDICARE LIMITED,,,,"PLOT NO 69-A,   GIDC IND ESTATE, DIST- VALSAD,VAPI,Gujarat,396195-India",,Gujarat,,396195,,,,,,,,,,,,
76,DEEPAK NITRITE LIMITED,,,,"2nd floor, Fermenter House,,Alembic City, Alembic Avenue Road,,Vadodara,Vadodara,Gujarat,390003-India",,Gujarat,,390003,,,,,,,,,,,,
77,AARTI INDUSTRIES LTD,,,,"PLOT NO 801/23 GIDC ESTATEPHASE III,VAPI,Gujarat,396195-India",,Gujarat,,396195,,,,,,,,,,,,
78,DYNAMIC INDUSTRIES LIMITED,,,,"PLOT NO.5501,PHASE-III NR.TRIKAMPURA CROSS ROAD   G I D C  VATVA,AHMEDABAD,Gujarat,382445-India",,Gujarat,,382445,,,,,,,,,,,,
79,PIRAMAL ENTERPRISES LIMITED,,,,"Piramal Ananta, Agastya Corporate Park, Opp. Fire   Brigade, Kamani Junction, LBS Marg, Kurl,a (West),,Mumbai,Mumbai City,Maharashtra,400070-India",,Maharashtra,,400070,,,,,,,,,,,,
80,RASHTRIYA CHEMICALS AND FERTILIZERS LIMITED,,,,"PRIYADASHANI, EASTERN EXPRESS HIGHWAY,   SION,,MUMBAI- 400 022.,Maharashtra,400022-India",,Maharashtra,,400022,,,,,,,,,,,,
81,RAMA PHOSPHATES LIMITED,,,,"51-52 FREE PRESS HOUSE,   FREE PRESS JOURNAL MARG, NARIMAN POINT,,MUMBAI,Mumbai City,Maharashtra,400021-India",,Maharashtra,,400021,,,,,,,,,,,,
82,AEROFLEX INDUSTRIES LIMITED,,,,"Plot No. 41,42/13,42/14 & 42/18 Near Taloja MIDC,   Village Chal, Behind IGPL,Panvel, Navi M,umbai,Panvel,Raigarh,Maharashtra,410208-India",,Maharashtra,,410208,,,,,,,,,,,,
83,SUMITOMO CHEMICAL INDIA LIMITED,,,,"Bldg No.1,GF,Shant Manor Co-op Housing Society Ltd   Chakravarti Ashok ?x80x98X?x80x99 Road,Kandivli (E),   ,Mumbai,Mumbai City,Maharashtra,400101-India",,Maharashtra,,400101,,,,,7574866679,,,,,,,
84,PREMIER EXPLOSIVES LIMITED,,,,"'PREMIER HOUSE', 11, ISHAQ COLONY, NEAR AOC CENTRE   TRIMULGHERRY,SECUNDERABAD,Andhra Pradesh,500015-India",,Andhra Pradesh,,500015,,,,,,,,,,,,
85,GRANULES INDIA LIMITED,,,,"15th Floor, Granules Tower,Botanical Garden Road,Serilingampally,K.V.Rangareddy,Telangana,500084-India",,Telangana,,500084,,,,,,,,,,,,
86,KANORIA CHEMICALS & INDUSTRIES LTD,,,,"KCI PLAZA 6TH FLOOR   23C ASHUTOSH CHOWDHURY AVENUE,KOLKATA,Kolkata,West Bengal,700019-India",,West Bengal,,700019,,,,,,,,,,,,
87,INDIA GLYCOLS LIMITED,,,,"A-1,INDUSTRIAL AREA,BAZPUR ROAD,   KASHIPUR,,UDHAM SINGH NAGAR,Uttarakhand,244713-India",,Uttarakhand,,244713,,,,,,,,,,,,
88,JUBILANT PHARMOVA LIMITED,,,,"BHARTIAGRAM  GAJRAULAJYOTIBA   PHOOLAY NAGAR,U P,Uttar Pradesh,244223-India",,Uttar Pradesh,,244223,,,,,,,,,,,,
89,HINDCON CHEMICALS LIMITED,,,,"62B, BRAUNFELD ROW, 1ST FLOOR,,Kolkata,Kolkata,West Bengal,700027-India",,West Bengal,,700027,,,,,,,,,,,,
90,MADHYA BHARAT AGRO PRODUCTS LIMITED,,,,"Wing A/1, 1st Floor,Ostwal Heights, Urban Forest,Bhilwara,Bhilwara,Rajasthan,311802-India",,Rajasthan,,311802,,,,,,,,,,,,
91,EXCEL INDUSTRIES LIMITED,,,,"184-187SWAMI VIVEKANAND ROAD   JOGESHWARI (WEST),MUMBAI,Maharashtra,400102-India",,Maharashtra,,400102,,,,,,,,,,,,
92,KANSAI NEROLAC PAINTS LIMITED,,,,"28th Floor, A-wing, Marathon Futurex,,N. M. Joshi Marg, Lower Parel,,Mumbai,Mumbai,Maharashtra,400013-India",,Maharashtra,,400013,,,https://www.nerolac.com/,,,,,,,,,
93,BAYER CROPSCIENCE LIMITED,,,,"Bayer House, Central Avenue   Hiranandani Estate,Thane West,Thane,Maharashtra,400607-India",,Maharashtra,,400607,,,,,,,,,,,,
94,3B BLACKBIO DX LIMITED,,,,"7 C, INDUSTIRAL AREA,   GOVINDPURA,,BHOPAL,Madhya Pradesh,462023-India",,Madhya Pradesh,,462023,,,,,,,,,,,,
95,SHALIMAR PAINTS LTD,,,,"Stainless Centre, 4th Floor,   Plot No. 50, Sector 32,,Gurugram,Gurgaon,Haryana,122001-India",,Haryana,,122001,,,,,,,,,,,,
96,ELANTAS BECK INDIA LIMITED,,,,"147, Mumbai-Pune Road,   Pimpri,Pune,Pune,Maharashtra,411018-India",,Maharashtra,,411018,,,,,,,,,,,,
97,IND SWIFT LIMITED,,,,"781INDUSTRIAL AREA   PHASE II,CHANDIGARH,Chandigarh,160002-India",,Chandigarh,,160002,,,,,,,,,,,,
98,DABUR INDIA LIMITED,,,,"8/3 ASAF ALI ROAD,NEW DELHI,Delhi,110002-India",,Delhi,,110002,,,,,7574807744,,,,,,,
99,TORRENT PHARMACEUTICALS LTD,,,,"TORRENT HOUSEOFF ASHRAM ROAD   NAVARANGPURA  9,AHMEDABAD,Gujarat,000000-India",,Gujarat,,0,,,,,,,,,,,,
100,ANGLO-FRENCH DRUGS & INDUSTRIES LIMITED,,,,"Plot No.4,Phase II, Peenya Industrial Area, Peenya,Bangalore North,Bangalore,Karnataka,560058-India",,Karnataka,,560058,,,,,,,,,,,,
101,AJANTA PHARMA LIMITED,,,,"AJANTA HOUSE 98 GOVTINDUSTRIAL AREA  CHARKOP   KANDIVLI(WEST),MUMBAI,Maharashtra,400067-India",,Maharashtra,,400067,,,,,,,,,,,,
102,NATCO PHARMA LIMITED,,,,"Natco House , Road No.2, Banjara hills,Hyderabad,Hyderabad,Telangana,500034-India",,Telangana,,500034,,,,,,,,,,,,
103,ASTRAZENECA PHARMA INDIA LIMITED,,,,"BLOCK N1, 12TH FLOOR,MANYATA EMBASSY BUSINESS PARK   RACHENAHALLI, OUTER RING ROAD,BANGALORE,Bangalore,Karnataka,560045-India",,Karnataka,,560045,,,,,,,,,,,,
104,PFIZER LIMITED,,,,"The Capital, 1802 / 1901, Plot No. C-70, G Block,   Bandra Kurla Complex, Bandra (East),,Mumbai,Mumbai City,Maharashtra,400051-India",,Maharashtra,,400051,,,,,,,,,,,,
105,EMCURE PHARMACEUTICALS LIMITED,,,,"Plot No. P-1 & P-2, IT-BT Park,, Phase-II, M.I.D.C.,Pune City,Pune,Maharashtra,411057-India",,Maharashtra,,411057,,,,,,,,,,,,
106,SUPERHOUSE LIMITED,,,,"150 FEET ROADJAJMAU   KANPUR,UTTAR PRDESH,Uttar Pradesh,208010-India",,Uttar Pradesh,,208010,,,,,,,,,,,,
107,PERK PHARMACEUTICALS LIMITED,,,,"A-7 INDUSTRIAL ESTATE  PARTAPUR   MEERUT,UTTAR PRADESH,Meerut,Uttar Pradesh,250103-India",,Uttar Pradesh,,250103,,,,,,,,,,,,
108,RPG LIFE SCIENCES LIMITED,,,,"RPG House   463, Dr. Annie Besant Road, Worli,Mumbai,Mumbai City,Maharashtra,400030-India",,Maharashtra,,400030,,,,,,,,,,,,
109,KWALITY PHARMACEUTICALS LIMITED,,,,"VILLAGE NAGKALAN   MAJITHA ROAD,AMRITSAR,Amritsar,Punjab,143601-India",,Punjab,,143601,,,,,,,,,,,,
110,LAURUS LABS LIMITED,,,,"Laurus Enclave, Plot Office 01, E. Bonangi Village,Parawada (M), Anakapalli District,Anakapalle,Visakhapatnam,Andhra Pradesh,531021-India",,Andhra Pradesh,,531021,,,,,,,,,,,,
111,CIPLA LIMITED,,,,"Cipla House, Peninsula Business Park   Ganpatrao Kadam Marg, Lower Parel,Mumbai,Mumbai City,Maharashtra,400013-India",,Maharashtra,,400013,,,,,,,,,,,,
112,IPCA LABORATORIES LIMITED,,,,"48 KANDIVLI  INDUSTRIALESTATE   KANDIVALI (W),MUMBAI,Maharashtra,400067-India",,Maharashtra,,400067,,,,,,,,,,,,
113,SANOFI INDIA LIMITED,,,,"SANOFI HOUSE, CTS NO.117-B, L&T BUSINESS PARK   SAKI VIHAR ROAD, POWAI,MUMBAI,Mumbai City,Maharashtra,400072-India",,Maharashtra,,400072,,,,,,,,,,,,
114,SYNCOM FORMULATIONS (INDIA) LIMITED,,,,"7, Niraj Industrial Estate,   Off Mahakali Caves Road Andheri (East),Mumbai,Mumbai City,Maharashtra,400093-India",,Maharashtra,,400093,,,,,,,,,,,,
115,GLAND PHARMA LTD,,,,"SY.NO.143-148,150 &151,NEAR GANDI MAISAMMA X ROADS   D.P.PALLY,DUNDIGAL, DUNDIGAL - GANDIMAIS,AMMA(M),MEDCHAL MALKAJGIRI DISTRICT HYDERABAD,Rangareddi,Telangana,500043-India",,Telangana,,500043,,,,,,,,,,,,
116,AUROBINDO PHARMA LTD,,,,"PLOT NO.2, MAITHRIVIHAR, BEHIND MAITHRI VANAM, AMEERPET,,HYDERABAD,Telangana,500038-India",,Telangana,,500038,,,,,,,,,,,,
117,MONOZYME INDIA LIMITED,,,,"First Floor, H.No.1-5-1002/3, Sri Sai Krupa   Sri Nagar Colony, Bhoopathi Rao Nagar, O,ld Alwal,Secunderabad,Telangana,500010-India",,Telangana,,500010,,,,,,,,,,,,
118,JYOTHY LABS LIMITED,,,,"UJALA HOUSE, RAM KRISHNA MANDIR ROAD,   KONDIVITA, ANDHERI (EAST),,MUMBAI,Maharashtra,400059-India",,Maharashtra,,400059,,,,,,,,,,,,
119,GOCL CORPORATION LIMITED,,,,"IDL Road,   Kukatpally,HYDERABAD,Hyderabad,Telangana,500072-India",,Telangana,,500072,,,,,,,,,,,,
120,BHARAT DYNAMICS LIMITED,,,,"KANCHANBAGH,   HYDERABAD,NA,Telangana,500058-India",,Telangana,,500058,,,,,8106137831,,,,,,,
121,AKZO NOBEL INDIA LIMITED,,,,"801A SOUTH CITY BUSINESS PARK 770 ANANDAPUR,EASTERN METROPOLITAN BYPASS NEAR FORTIS HOSPITAL,Kolkata,Kolkata,West Bengal,700107-India",,West Bengal,,700107,,,,,,,,,,,,
122,CHOKSI ASIA LIMITED,,,,"163/164, Choksi Bhuvan,Nehru Road, Vile Parle East,Mumbai,Mumbai,Maharashtra,400057-India",,Maharashtra,,400057,,,,,,,,,,,,
123,BSL LTD,,,,"BSL Limited,Post Box No. 16-17, Mandpam,Bhilwara,Bhilwara,Rajasthan,311001-India",,Rajasthan,,311001,,,,,,,,,,,,
124,BANSWARA SYNTEX LTD,,,,"INDUSTRIAL AREA,  DAHOD  ROAD,   POST BOX NO. 21,,BANSWARA,Banswara,Rajasthan,327001-India",,Rajasthan,,327001,,,,,7073853234,,,,,,,
125,GUJARAT FLUOROCHEMICALS LIMITED,,,,"Survey No 16/3, 26 & 27   Taluka Ghoghamba,Village Ranjitnagar,Panch Mahals,Gujarat,389380-India",,Gujarat,,389380,,,,,,,,,,,,
126,J B CHEMICALS AND PHARMACEUTICALS LIMITED,,,,"NEELAM CENTRE   B  WING4TH FLOOR   HIND CYCLE ROAD WORLI,MUMBAI,Maharashtra,400030-India",,Maharashtra,,400030,,,,,,,,,,,,
127,CEAT LIMITED,,,,"463, DR. ANNIE BESANT ROAD,   WORLI,,MUMBAI,Mumbai City,Maharashtra,400030-India",,Maharashtra,,400030,,,www.ceat.com,,9833814887,,,,,,,
128,VAMSHI RUBBER LIMITED,,,,"'VAMSHI HOUSE', Plot No. 41,   Jayabheri Enclave, Gachibowli,Hyderabad,Hyderabad,Telangana,500032-India",,Telangana,,500032,,,,,,,,,,,,
129,VIKAS LIFECARE LIMITED,,,,"Vikas House, 3, 1st Floor, Arihant Nagar, Rohtak Road,, Punjabi Bagh West, Delhi,New Delhi,West Delhi,Delhi,110026-India",,Delhi,,110026,,,,,,,,,,,,
130,GUJARAT CRAFT INDUSTRIES LIMITED,,,,"PLOT NO 431 VILLAGE-SANTEJSANTEJ-VADSAR ROAD   TAL-KALOL,GANDHINAGAR,Gujarat,382721-India",,Gujarat,,382721,,,,,,,,,,,,
131,APOLLO TYRES LIMITED.,,,,"Apollo Tyres Limited   3rd Floor, Areekal Mansion, Panampilly N,agar,Kochi,Ernakulam,Kerala,682036-India",,Kerala,,682036,,,https://www.apollotyres.com/,,9967941119,,,,,,,
132,MRF LIMITED,,,,"NEW NO.114 (OLD NO..124),   GREAMS ROAD,,CHENNAI,Tamil Nadu,600006-India",,Tamil Nadu,,600006,,,,,,,,,,,,
133,EMERALD TYRE MANUFACTURERS LIMITED,,,,"EMERALD HOUSE, PLOT NO.2, SECOND STREET,PORUR GARDENS, PHASE-I,Poonamallee,Tiruvallur,Tamil Nadu,600095-India",,Tamil Nadu,,600095,,,,,,,,,,,,
134,INNOVATIVE TYRES & TUBES LIMITED,,,,"1201,1202, 1203 - GIDC HALOL   PANCHMAHALS,,HALOL,Gujarat,389350-India",,Gujarat,,389350,,,,,,,,,,,,
135,TRITON VALVES LIMITED,,,,"SUNRISE,CHAMBERS, 22 ULSOORROAD, BANGALORE,ROAD, BANGALORE,Karnataka,560042-India",,Karnataka,,560042,,,,,,,,,,,,
136,PIX TRANSMISSIONS LTD,,,,"J-7 MIDCHINGNA ROAD,NAGPUR,Maharashtra,400016-India",,Maharashtra,,400016,,,,,,,,,,,,
137,MIL INDUSTRIES LIMITED,,,,"25-A, INDUSTRIAL ESTATE   AMBATTUR,CHENNAI,Tamil Nadu,600098-India",,Tamil Nadu,,600098,,,,,,,,,,,,
138,MODI RUBBER LIMITED,,,,"MODI NAGARMODI NAGAR   MODI NAGAR,UTTAR PRADESH,Ghaziabad,Uttar Pradesh,201204-India",,Uttar Pradesh,,201204,,,,,,,,,,,,
139,KRYPTON INDUSTRIES LTD,,,,"BANGANAGAR, DIAMOND HARBOUR ROAD, FALTA, 24 PARGANAS,Falta,South 24 Parganas,West Bengal,743513-India",,West Bengal,,743513,,,,,,,,,,,,
140,ASTRAL LIMITED,,,,"ASTRALHOUSE,207/1,B/HRAJPATHCLUB,OFFS.G.HIGHWAY,AHMEDABAD,Ahmedabad,Gujarat,380059-India",,Gujarat,,380059,,,,,,,,,,,,
141,NATIONAL PLASTIC INDUSTRIES LIMITED,,,,"Vilco Centre, 114 E, 4th Floor,Subhash Road, Opp. Garware, Vile Parle East,Mumbai,Mumbai,Maharashtra,400057-India",,Maharashtra,,400057,,,,,,,,,,,,
142,HINDUSTAN FLUORO CARBONS LTD.,,,,"303, BABUKHAN ESTATE   BASHEERBAGH,HYDERABAD,Telangana,500001-India",,Telangana,,500001,,,,,,,,,,,,
143,WIM PLAST LIMITED,,,,"S. No. 324 / 4 to 7 of Kachigam, Village Kachigam   Swami Narayan Gurukul Road,Daman,Daman and Diu,396210-India",,Daman and Diu,,396210,,,,,,,,,,,,
144,PREMIER POLYFILM LIMITED,,,,"FLAT NO-305 IIIRD FLOORELITE HOUSE 36 COMMUNITY   CENTRE KAILASH COLONY EXTN,ZAMROODPUR NEW DELHI,Delhi,110048-India",,Delhi,,110048,,,,,,,,,,,,
145,NILKAMAL LIMITED,,,,"SURVEY NO. 354/2 & 354/3, NR.RAKHOLI BRIDGE   SILVASSA, KHANVEL ROAD,VASONA,SILVASSA,UNION TERRITORY OF DADRA AND NAGARHAVELI,Dadra & Nagar Haveli,396230-India",,Dadra & Nagar Haveli,,396230,,,,,8001218115,,,,,,,
146,GARWARE TECHNICAL FIBRES LIMITED,,,,"PLOT NO 11 BLOCK D-1MIDC CHINCHWAD,PUNE,Maharashtra,411019-India",,Maharashtra,,411019,,,,,,,,,,,,
147,BHARAT FORGE LTD,,,,"MUNDHWA   PUNE CANTONMENT,PUNE,Pune,Maharashtra,411036-India",,Maharashtra,,411036,,,,,9881742919,,,,,,,
148,XPRO INDIA LIMITED,,,,"BARJORA - MEJIA ROAD,   P.O - GHUTGORIA, TEHSIL : BARJORA, DIST., - BANKURA,NA,West Bengal,722202-India",,West Bengal,,722202,,,,,,,,,,,,
149,BOROSIL RENEWABLES LIMITED,,,,"1101, Crescenzo, G-Block,   Opp. MCA Club, Bandra Kurla Complex, Ban,dra (East),Mumbai,Mumbai City,Maharashtra,400051-India",,Maharashtra,,400051,,,,,,,,,,,,
150,ASAHI INDIA GLASS LIMITED,,,,"A-2/10, 1st Floor, WHS DDA Marble Market, Kirti Nagar,New Delhi,New Delhi,West Delhi,Delhi,110015-India",,Delhi,,110015,,,,,,,,,,,,
151,VINYAS INNOVATIVE TECHNOLOGIES LIMITED,,,,"Plot No. 19, Sy No. 26 & 273-P, 3rd Phase   Koorgalli Industrial Area, ILAWALA Hobal,i,Mysore,Mysore,Karnataka,570018-India",,Karnataka,,570018,,,,,,,,,,,,
152,GRINDWELL NORTON LIMITED,,,,"5TH LEVEL, LEELA BUSINESS PARK, ANDHERI-KURLA ROAD   MAROL, ANDHERI EAST,MUMBAI,Mumbai City,Maharashtra,400059-India",,Maharashtra,,400059,,,,,,,,,,,,
153,REFRACTORY SHAPES LIMITED,,,,"B 201, RUSTOMJEE CENTRAL PARK   CHAKALA, ANDHERI-KURLA ROAD, ANDHERI (EA,ST),MUMBAI,Mumbai City,Maharashtra,400069-India",,Maharashtra,,400069,,,,,,,,,,,,
154,JINDAL STAINLESS LIMITED,,,,"O.P. JINDAL MARG,HISAR,Hissar,Haryana,125005-India",,Haryana,,125005,,,,,,,,,,,,
155,OIL COUNTRY TUBULAR LIMITED,,,,"'KAMINENI', 3rd Floor   King Koti,Hyderabad,Hyderabad,Telangana,500001-India",,Telangana,,500001,,,,,,,,,,,,
156,PRISM JOHNSON LIMITED,,,,"305,   Laxmi Niwas Apartments,Ameerpet,,Hyderabad-16.,Telangana,500016-India",,Telangana,,500016,,,,,,,,,,,,
157,SAHYADRI INDUSTRIES LIMITED.,,,,"39/D GULTEKDIJ N MARG,PUNE,Maharashtra,411037-India",,Maharashtra,,411037,,,,,,,,,,,,
158,HINDALCO INDUSTRIES LIMITED,,,,"21st Floor, One Unity Center,,Senapati Bapat Marg, Prabhadevi,,Mumbai,Mumbai,Maharashtra,400013-India",,Maharashtra,,400013,,,,,9526099789,,,,,,,
159,NILE LIMITED,,,,"Plot No.38 & 40, APIIC Industrial Park   Gajulamandyam Village, Renigunta Mandal,Tirupati,Cuddapah,Andhra Pradesh,517520-India",,Andhra Pradesh,,517520,,,,,,,,,,,,
160,PERMANENT MAGNETS LIMITED,,,,"HARSH AVENUE, 302, 3RD FLOOR   OPP SILVASSA POLICE STATION, SILVASSA VA,PI MAIN RD,SILVASSA,Dadar & Nagar Haveli,Dadra & Nagar Haveli,396230-India",,Dadra & Nagar Haveli,,396230,,,,,,,,,,,,
161,INVESTMENT & PRECISION CASTINGS LIMITED,,,,"NARI ROAD,BHAVNAGAR,Gujarat,364006-India",,Gujarat,,364006,,,,,,,,,,,,
162,WELSPUN SPECIALTY SOLUTIONS LIMITED,,,,"Plot No 1, G I D C Industrial Estate,,Valia Road, Jhagadia,,Jhagadia,Bharuch,Gujarat,393110-India",,Gujarat,,393110,,,,,,,,,,,,
163,CREATIVE CASTINGS LIMITED,,,,"102 G I D C PHASE-II RAJKOTROAD DOLATPARA,JUNAGADH,Junagadh,Gujarat,000000-India",,Gujarat,,0,,,,,,,,,,,,
164,SHAH ALLOYS LIMITED,,,,"5/1 SHREE HOUSE 5TH FLOOR M JLIBRRRY   ASHRAM ROAD,AHMEDABAD,Gujarat,000000-India",,Gujarat,,0,,,,,,,,,,,,
165,WELSPUN CORP LIMITED,,,,"Welspun City, Village Versamedi,   Taluka Anjar,Anjar,Kachchh,Gujarat,370110-India",,Gujarat,,370110,,,,,,,,,,,,
166,TATA STEEL LIMITED,,,,"BOMBAY HOUSE,   24-HOMI MODY STREET, FORT,,MUMBAI,Maharashtra,400001-India",,Maharashtra,,400001,,,,,,,,,,,,
167,BAJAJ STEEL INDUSTRIES LIMITED,,,,"Plot No. C-108, MIDC Industrial Area,,Hingna,Nagpur (Urban),Nagpur,Maharashtra,440016-India",,Maharashtra,,440016,,,,,,,,,,,,
168,SUNFLAG IRON AND STEEL CO LTD,,,,"33/1, Mount Road,Sadar,Nagpur,Nagpur,Maharashtra,440001-India",,Maharashtra,,440001,,,,,,,,,,,,
